id,nlayers,main_train_pts,aux_train_pts,relatedness,s_a,s_b,single_task,train_seed,validation-1/loss
deep-nonlinear-32495b923c8b473ea66644c213b5fea2,1,400,400,1.0,10.0,10.0,False,1,1.539462685585022
deep-nonlinear-7c60143424954e479334b8b9da21a4e4,1,800,800,0.0,0.01,2.51188643150958,False,1,2.3694939613342285
deep-nonlinear-eec22e852408458dbd7cc815a0421657,3,800,800,1.0,0.01,10.0,False,2,2.3119819164276123
deep-nonlinear-790f8abf3f2d44b485804da80bf4da0e,1,800,800,1.0,0.15848931924611134,0.15848931924611134,False,3,1.6028403043746948
deep-nonlinear-330044c3111d4a239fd891727d75da6e,1,200,200,1.0,0.15848931924611134,10.0,False,3,2.171060085296631
deep-nonlinear-402587e94e2046f59c1f9f83b2e9f811,3,400,400,0.0,0.6309573444801929,2.51188643150958,False,0,2.239893674850464
deep-nonlinear-6937df9d691a49d9aff9cfaf8b6902b5,5,400,400,0.25,0.03981071705534973,0.01,False,1,2.29823637008667
deep-nonlinear-b3ac490ddcac4605ae0b3787cef74be1,1,800,800,0.75,2.51188643150958,2.51188643150958,False,2,1.2246944904327393
deep-nonlinear-e61ec504cc504949915645a965f39d52,5,200,200,0.25,2.51188643150958,10.0,False,1,2.286072015762329
deep-nonlinear-816c84f3f6fd41e7a145ed05e68fb730,1,800,800,0.5,10.0,0.6309573444801929,False,3,1.3933143615722656
deep-nonlinear-a9e5a11de9eb4cc7a1e32a93b84fca25,3,800,800,0.75,10.0,0.6309573444801929,False,2,1.7320268154144287
deep-nonlinear-dd71c9b7bce14cdd91ae6389be841004,5,800,800,1.0,0.15848931924611134,0.03981071705534973,False,0,2.1118035316467285
deep-nonlinear-70cd5cdf3e7249d18a6ab4d2c5cea786,5,800,800,0.25,0.6309573444801929,0.6309573444801929,False,1,2.1067366600036617
deep-nonlinear-98eb0496d62f498a86f2596cf4305642,3,800,800,1.0,0.01,0.6309573444801929,False,0,2.2852113246917725
deep-nonlinear-1190ccb896d740f38b8d8b24a3385e01,1,800,800,0.0,10.0,10.0,False,1,1.4365421533584597
deep-nonlinear-2a998ab711d9418c9b62f8c6a8c8dfbd,3,200,200,1.0,2.51188643150958,10.0,False,1,2.277972936630249
deep-nonlinear-641fc4e145d14b6eaa5abfe3d6de6517,3,800,800,0.75,2.51188643150958,10.0,False,0,2.000000476837158
deep-nonlinear-c21c8ea8c8ab4b20a25c5f9e7db95087,3,800,800,0.75,10.0,0.6309573444801929,False,4,1.9783372879028318
deep-nonlinear-4a1002fc4d19419b82e3fb3cf9a9df83,3,200,200,0.0,0.6309573444801929,0.03981071705534973,False,3,2.2963790893554688
deep-nonlinear-e17db46ff3bb42f7a4e4f9f04216027a,5,800,800,1.0,0.6309573444801929,0.01,False,0,2.028802394866944
deep-nonlinear-625bee805870411f8adbd0bc337375ad,5,800,800,0.5,2.51188643150958,0.01,False,3,2.05647873878479
deep-nonlinear-71857f62964a4b11a0690ad45d958420,5,800,800,0.25,0.03981071705534973,0.03981071705534973,False,1,2.289945125579834
deep-nonlinear-b89a987b833344ff9d09779d2482d4f5,3,200,200,1.0,0.6309573444801929,0.6309573444801929,False,4,2.211232662200928
deep-nonlinear-424ab0c139694c08ba727775f020f239,3,800,800,0.0,0.15848931924611134,0.01,False,3,2.048745393753052
deep-nonlinear-dfbc430a1efa408c8b3dd10a26c3a845,3,200,200,0.0,0.6309573444801929,10.0,False,4,2.2600672245025635
deep-nonlinear-022446ebf80d435ebd7867af3fb5912a,5,800,800,1.0,0.01,10.0,False,0,2.299760341644287
deep-nonlinear-d8814be937f34ccb96e7727be8db3d23,1,400,400,0.0,10.0,0.01,False,0,1.8405873775482176
deep-nonlinear-6c904c08f3ea4a81a0e8a3c560897f6e,5,200,200,0.0,0.15848931924611134,0.6309573444801929,False,3,2.281374931335449
deep-nonlinear-a860c20ac37141858f6533c4f687f948,1,200,200,1.0,0.6309573444801929,0.03981071705534973,False,2,2.130683898925781
deep-nonlinear-709e453fcc334414abc1fcbc8da1c365,3,800,800,1.0,0.03981071705534973,2.51188643150958,False,2,2.21607518196106
deep-nonlinear-cee45f56b88548b3bc599bfd70c79b85,3,200,200,0.0,0.01,0.15848931924611134,False,0,2.309356212615967
deep-nonlinear-f281477dfc0041b5928e5d76b92a3769,1,800,800,0.25,0.03981071705534973,0.6309573444801929,False,1,2.2015628814697266
deep-nonlinear-5ad3c2cd70e444cda1456899b197c008,1,200,200,0.75,0.6309573444801929,0.03981071705534973,False,1,2.1575846672058105
deep-nonlinear-b1d7719f09f74de1aee6705053be33e1,1,400,400,0.5,10.0,10.0,False,2,1.7751047611236572
deep-nonlinear-2f40ead37a7840d384811d48314b1ce6,3,400,400,0.5,0.01,0.01,False,3,2.30834436416626
deep-nonlinear-9fee95bd11064275ba5005f7bbfef550,1,800,800,0.25,0.01,0.15848931924611134,False,3,2.3558716773986816
deep-nonlinear-bf9bea18f96e41fbb0c17b786d443efa,1,200,200,0.5,10.0,2.51188643150958,False,1,2.123942852020264
deep-nonlinear-78aae2e6cc52420ab9fd12f11476e878,1,400,400,0.5,10.0,0.15848931924611134,False,3,1.8135888576507568
deep-nonlinear-51d3546e46834d988705923463279662,3,400,400,1.0,0.6309573444801929,0.15848931924611134,False,0,2.1504859924316406
deep-nonlinear-034cf7aaac43461fa80dfce4608af62d,3,200,200,0.25,0.03981071705534973,0.15848931924611134,False,3,2.2991983890533447
deep-nonlinear-3eccce4193284a1585ff989e120de4a7,5,200,200,0.25,10.0,0.6309573444801929,False,2,2.2884609699249268
deep-nonlinear-868c4c5add6444fe9e3f6dbf31a04423,3,200,200,0.0,0.01,1.0,True,2,2.3181140422821045
deep-nonlinear-6666dbc2b0814f7f89615104fe596631,5,800,800,0.0,2.51188643150958,0.6309573444801929,False,3,2.1414258480072017
deep-nonlinear-60895b680766443581784a7a1804cc6a,3,400,400,0.0,0.6309573444801929,2.51188643150958,False,2,2.208071231842041
deep-nonlinear-12f053e772c74b7d825a73d9ae05d63a,3,800,800,0.75,2.51188643150958,0.6309573444801929,False,1,2.0384383201599117
deep-nonlinear-62975cfe4f9a485faccedeb23df17958,5,200,200,0.75,0.01,0.01,False,1,2.2997593879699707
deep-nonlinear-d38cf2e33499471fb5983ae48c995f50,5,800,800,0.0,10.0,1.0,True,4,2.0148763656616206
deep-nonlinear-c0998274d4c34144a3feecc67e6bfd0b,3,400,400,0.75,0.03981071705534973,0.03981071705534973,False,4,2.2928853034973145
deep-nonlinear-dc8412547b2741f59822023d1028ea9e,3,800,800,0.75,0.15848931924611134,2.51188643150958,False,0,1.9940204620361328
deep-nonlinear-2393577db416426fa7d78a858ab39101,1,200,200,0.25,10.0,0.15848931924611134,False,3,2.1366171836853027
deep-nonlinear-c472da151fe04e44b3fdc82ae617c04f,5,400,400,0.0,0.03981071705534973,10.0,False,1,2.2997941970825195
deep-nonlinear-733d5ec59de54f5e8aa034c61b9e7229,1,400,400,1.0,0.01,0.6309573444801929,False,0,2.40427303314209
deep-nonlinear-b91cbbacd5b24b099f6050ce336d4de7,5,200,200,0.0,2.51188643150958,2.51188643150958,False,0,2.291304349899292
deep-nonlinear-f2d7bdd0c5ff4a87807a924cec024cf7,3,400,400,0.75,0.6309573444801929,2.51188643150958,False,3,2.1336610317230225
deep-nonlinear-79c514483d334530a921240634fb1f1d,3,800,800,0.25,0.03981071705534973,0.03981071705534973,False,0,2.231128692626953
deep-nonlinear-ed794062d2124be3a05742a2034df29b,1,800,800,0.5,0.15848931924611134,2.51188643150958,False,0,1.6290405988693235
deep-nonlinear-3ff1a0921ae84168b750af84a4339dd7,1,200,200,1.0,0.15848931924611134,0.6309573444801929,False,3,2.1660280227661133
deep-nonlinear-03adaae8103a449eb5f350275971ec60,3,200,200,0.5,0.03981071705534973,0.01,False,4,2.302513599395752
deep-nonlinear-795fbec5d1744b8c84e45e8b81c727cf,1,400,400,0.25,10.0,0.01,False,3,1.819407343864441
deep-nonlinear-9b7b44b05ffb4e38824642677d8a9b08,3,200,200,0.0,10.0,2.51188643150958,False,1,2.294473648071289
deep-nonlinear-c0cc5a65b64a4317a5939db9c5cba82c,3,400,400,0.5,0.03981071705534973,0.15848931924611134,False,1,2.302734375
deep-nonlinear-44c97cf583c54f5e978444c94edb557f,1,800,800,0.25,10.0,10.0,False,0,1.4250035285949707
deep-nonlinear-b7025cf7709b479f9f2d83473c49f9c9,5,200,200,1.0,0.15848931924611134,0.15848931924611134,False,1,2.295926570892334
deep-nonlinear-8aa8f65ae5db44d4b1730101120b37fa,5,800,800,0.75,0.15848931924611134,2.51188643150958,False,4,2.1667404174804688
deep-nonlinear-741cf2753c4b4dbb9ce1d894e07212c3,3,400,400,0.25,2.51188643150958,2.51188643150958,False,1,2.202080488204956
deep-nonlinear-47efd533f2d44668b71381ac6e44ef89,5,400,400,0.75,0.6309573444801929,2.51188643150958,False,2,2.213953018188477
deep-nonlinear-ddff3be9cd724aa7a84c0e20af3d075b,3,400,400,0.75,0.01,0.6309573444801929,False,3,2.302719593048096
deep-nonlinear-2aff370c9a7a46929bdacf8ff8b4afe9,1,400,400,0.0,2.51188643150958,10.0,False,4,1.7193437814712524
deep-nonlinear-9cdde18b46d84ee5b9e8feacd45ec5dd,1,200,200,1.0,0.03981071705534973,0.01,False,2,2.4183428287506104
deep-nonlinear-cd7f90cb23d441cfa16f8188680f43d4,3,200,200,1.0,0.01,0.01,False,1,2.318365335464477
deep-nonlinear-34f22e75981c4b2299d0e5b39644dd66,5,400,400,0.5,10.0,0.03981071705534973,False,2,2.1865396499633794
deep-nonlinear-8683e9fa01364c93a8fae98dca6b91f0,3,800,800,1.0,0.15848931924611134,10.0,False,1,1.92964506149292
deep-nonlinear-bd5229dc3ef44400a09e6238bfdde6dc,5,200,200,0.0,0.01,0.03981071705534973,False,4,2.2955844402313232
deep-nonlinear-13ca54fb4c304fffbe14b30123de98a8,1,800,800,0.5,2.51188643150958,0.6309573444801929,False,3,1.4253438711166382
deep-nonlinear-83532a94017a4de287014b92b114b19f,5,200,200,0.25,10.0,0.6309573444801929,False,1,2.2855842113494877
deep-nonlinear-9622fd75a93e4bf0afded89b4336635a,1,400,400,0.25,2.51188643150958,0.03981071705534973,False,0,1.8266239166259768
deep-nonlinear-0bcefc337ee2464fb89a4fed450391fb,3,400,400,0.25,10.0,0.03981071705534973,False,0,2.218213558197021
deep-nonlinear-e77422fb93314a09ad7f317f8a4663ff,5,800,800,0.75,0.03981071705534973,10.0,False,0,2.2819137573242188
deep-nonlinear-ed3ba9a2c9e6406491147dbd7232f095,1,400,400,0.5,0.03981071705534973,0.01,False,1,2.342583179473877
deep-nonlinear-1f37ed8a4f96400b89031f3c938fc881,5,800,800,0.5,0.15848931924611134,2.51188643150958,False,3,2.1557111740112305
deep-nonlinear-47295a98472e45e6adb54e5da3a0feb0,3,800,800,0.0,10.0,0.6309573444801929,False,2,2.0690474510192867
deep-nonlinear-9aaa95643fab4ee381da16e030812549,3,200,200,0.25,0.6309573444801929,10.0,False,0,2.304932117462158
deep-nonlinear-25c1ecc60fe14e3781cc6197226d5136,1,400,400,1.0,2.51188643150958,0.15848931924611134,False,2,1.654489278793335
deep-nonlinear-83458374100f458e9432d64aa34a0227,5,800,800,1.0,10.0,2.51188643150958,False,1,1.7573896646499634
deep-nonlinear-1490694b011b42eeaf122ed14f442cc8,1,400,400,1.0,0.15848931924611134,0.03981071705534973,False,1,1.9810035228729248
deep-nonlinear-d6d8b0a57ec243d0bb6983dd6a80188c,5,800,800,0.25,0.15848931924611134,2.51188643150958,False,1,2.204535007476806
deep-nonlinear-9cbee82eb55b42c28bd9270c5aeda54d,1,800,800,0.5,0.01,0.01,False,0,2.348352432250977
deep-nonlinear-d990d8b42f6243ac820e537e553be1dd,1,800,800,0.5,0.01,0.6309573444801929,False,1,2.349565029144287
deep-nonlinear-d527e5b9044449bea1ed0208886cd3ae,5,800,800,0.25,0.6309573444801929,0.01,False,4,2.1065406799316406
deep-nonlinear-d7ce13d9600342ccaa1bb27399413a31,5,800,800,0.25,2.51188643150958,0.03981071705534973,False,3,2.069499492645264
deep-nonlinear-216751bfcdb947739c805d205d9ba4db,1,400,400,1.0,2.51188643150958,10.0,False,2,1.6394234895706177
deep-nonlinear-4db13c5a80584982adcf7e55b39591b1,5,400,400,0.25,2.51188643150958,0.15848931924611134,False,2,2.1815199851989746
deep-nonlinear-37e9c2d6dc8e4d8abd1076b2ca157ef5,5,400,400,0.75,10.0,0.15848931924611134,False,2,2.1606340408325195
deep-nonlinear-4584a85467d94c989e7f68ea981aa225,1,400,400,1.0,0.03981071705534973,10.0,False,4,2.2758820056915283
deep-nonlinear-b6b83b1620df4ab99f6d8848ffdfd95a,5,800,800,0.0,0.01,10.0,False,1,2.297067642211914
deep-nonlinear-81665fe68f194e579355c9d75395a8c2,1,800,800,0.75,10.0,0.01,False,0,1.3936058282852173
deep-nonlinear-c88c6ffe6f2e44a19df2c7a7d79f25b3,5,400,400,0.5,10.0,0.6309573444801929,False,0,2.2839996814727783
deep-nonlinear-8031d00c295e4fecba34d1f49ebe812c,1,200,200,0.75,0.6309573444801929,0.6309573444801929,False,1,2.168191432952881
deep-nonlinear-7f981d5c95d84ca0b89ab11992c30517,5,200,200,0.0,0.6309573444801929,2.51188643150958,False,2,2.284471035003662
deep-nonlinear-93843818775a43069fae8be744383f10,3,200,200,0.0,0.6309573444801929,2.51188643150958,False,3,2.2626218795776367
deep-nonlinear-960c6468b21742e6b07393ac02050f0e,5,800,800,1.0,2.51188643150958,0.01,False,1,2.03833556175232
deep-nonlinear-ca1820767b4542b281fb076436355635,1,400,400,0.5,0.03981071705534973,0.03981071705534973,False,2,2.349735975265503
deep-nonlinear-085127552af74f4a87758730f9dbf4c8,1,800,800,1.0,0.01,2.51188643150958,False,4,2.346950054168701
deep-nonlinear-f68497fb1de04453862bba31ac041ebd,1,800,800,1.0,0.03981071705534973,0.03981071705534973,False,1,2.175819635391236
deep-nonlinear-ad5280b343ae4f97b88f572029e9299a,1,400,400,0.75,0.6309573444801929,0.6309573444801929,False,2,1.809668779373169
deep-nonlinear-4b7217cca1b34e05afbdf61c43283b23,1,400,400,0.25,0.01,0.03981071705534973,False,4,2.44480299949646
deep-nonlinear-3055598fb420434bbf4baa74c96ffbfd,3,200,200,0.75,0.03981071705534973,10.0,False,1,2.327114582061768
deep-nonlinear-47a19176f2e547ae985638e78edc6c5c,1,800,800,1.0,0.6309573444801929,0.6309573444801929,False,4,1.30653977394104
deep-nonlinear-28352e60c85d4fa1b59ad103112f0c45,3,400,400,0.5,0.03981071705534973,0.6309573444801929,False,4,2.3001255989074707
deep-nonlinear-80689754dfd24e21942ec95f59283b56,3,200,200,0.0,10.0,0.01,False,1,2.2568399906158447
deep-nonlinear-58cdb7c5887d42c1a47b456c34acc130,5,200,200,0.75,10.0,0.03981071705534973,False,3,2.243802785873413
deep-nonlinear-6c38322c5e674e909e44e6c7e6d17892,1,400,400,1.0,0.15848931924611134,0.03981071705534973,False,3,2.027698040008545
deep-nonlinear-e06e23901d5d43fe82b0babffb78d4c1,1,400,400,0.75,2.51188643150958,0.03981071705534973,False,4,1.7039494514465332
deep-nonlinear-c963750f4f6c482ca1b2b9c64e4568e9,3,800,800,0.75,0.15848931924611134,0.15848931924611134,False,2,1.9833102226257324
deep-nonlinear-fec0da3196cb4487b86a87289bf0a49e,1,200,200,0.5,2.51188643150958,2.51188643150958,False,2,2.122709035873413
deep-nonlinear-dfee6567b72844478c16e06cccb8851c,3,400,400,0.5,10.0,10.0,False,3,2.1744027137756348
deep-nonlinear-b41dec20562d4289be92fad30ab3c777,3,400,400,0.0,0.6309573444801929,10.0,False,3,2.2165813446044917
deep-nonlinear-23d61ddcbda34259994ad6a65af894e5,3,800,800,0.25,10.0,2.51188643150958,False,4,2.100654125213623
deep-nonlinear-0fcc281265b7406bb17b22bc884c9f88,1,200,200,0.25,0.15848931924611134,0.15848931924611134,False,4,2.2655622959136963
deep-nonlinear-10cb91997f574ab3bf2b8e3018237435,5,200,200,0.0,2.51188643150958,10.0,False,3,2.2661404609680176
deep-nonlinear-3b66335d4d8a4e028d03efe19c0c9c18,5,400,400,0.5,0.15848931924611134,0.6309573444801929,False,4,2.2885985374450684
deep-nonlinear-1370cb6e032846f8846ebf4754bf3b80,3,800,800,0.5,2.51188643150958,0.01,False,1,2.0126905441284184
deep-nonlinear-973c20f092ab4a1c8df87b410dca93cc,5,200,200,1.0,10.0,0.03981071705534973,False,3,2.260518789291382
deep-nonlinear-cc4e7f656a7b477a9eb9f57b29c4e71c,5,800,800,1.0,0.6309573444801929,0.15848931924611134,False,0,1.9972870349884035
deep-nonlinear-8f4009f5cd214841a401f9a572ff72ef,1,200,200,0.25,0.6309573444801929,0.01,False,2,2.1866097450256348
deep-nonlinear-582ff2fa7c87431c914c40b4f96b1771,3,800,800,1.0,10.0,0.03981071705534973,False,4,1.8111847639083865
deep-nonlinear-3f0687a97e244b90b55c48e481dd2e90,5,800,800,0.5,10.0,0.03981071705534973,False,1,2.0646333694458012
deep-nonlinear-d2da410d80554c7c8c1b1e3190b6780a,1,400,400,0.25,10.0,2.51188643150958,False,1,1.658692479133606
deep-nonlinear-edf7a9af0c4e4aa2a3f2b1f175d9ca36,3,400,400,0.75,0.01,2.51188643150958,False,3,2.3036391735076904
deep-nonlinear-01f6866d3f7b46aa81646e21a8768fb5,1,200,200,0.5,0.01,10.0,False,2,2.4805853366851807
deep-nonlinear-5eba0935ea5e4500a811ea72aacf3615,3,400,400,0.75,0.15848931924611134,2.51188643150958,False,4,2.186767339706421
deep-nonlinear-7b4585c7b5294570ab29d2c0071b2bd4,5,200,200,0.75,10.0,0.01,False,4,2.2394165992736816
deep-nonlinear-9ce302340c5e432fa832e9e3b634f590,3,400,400,0.25,10.0,0.6309573444801929,False,4,2.2245774269104004
deep-nonlinear-e9e259a6f99545d5b7585ff82ccd6415,5,400,400,0.5,0.03981071705534973,0.6309573444801929,False,4,2.29931640625
deep-nonlinear-98549ac588e9487492902f4e7c6f586a,3,800,800,0.0,2.51188643150958,0.03981071705534973,False,3,2.0459868907928467
deep-nonlinear-9c5e10526b004c098a00f5534be22f96,5,800,800,1.0,10.0,0.6309573444801929,False,3,1.7707639932632446
deep-nonlinear-b7297e3fa74b4badac906a3d888c6d6c,3,400,400,0.75,0.15848931924611134,10.0,False,2,2.1938185691833496
deep-nonlinear-49239315eed745aabdf533414bc3f7b2,5,800,800,0.0,2.51188643150958,0.15848931924611134,False,1,2.1003870964050293
deep-nonlinear-14faedc8df544a6d998ecec40ea47c39,1,200,200,1.0,0.03981071705534973,0.03981071705534973,False,1,2.4293370246887207
deep-nonlinear-b6f7f527b19148e794107d30af6e0c64,5,800,800,0.75,0.6309573444801929,10.0,False,2,1.9734594821929927
deep-nonlinear-a87db04360c444c78d9100728dc0ca6c,3,400,400,1.0,0.15848931924611134,10.0,False,0,2.106588840484619
deep-nonlinear-97106333b88d4c0398cc4724bc81a6f5,5,400,400,0.0,10.0,1.0,True,3,2.1560099124908447
deep-nonlinear-3d3efe7f252e4fd4b2dcd774e9d25723,3,200,200,0.25,10.0,0.03981071705534973,False,1,2.2652716636657715
deep-nonlinear-49be4481a8484477b26187d935b7d7d8,3,800,800,0.75,0.6309573444801929,0.15848931924611134,False,4,2.003549575805664
deep-nonlinear-ed8d5feffeb1438e8cfbd661a9530ed2,1,200,200,1.0,10.0,0.6309573444801929,False,3,2.0649394989013667
deep-nonlinear-298ac8b3dff0463590846284ba8ef31c,5,400,400,0.5,0.6309573444801929,10.0,False,0,2.2899954319000244
deep-nonlinear-6df722965d8d4aa88ee454b99a6d6bb4,3,400,400,0.75,0.15848931924611134,0.15848931924611134,False,0,2.1465659141540527
deep-nonlinear-67ad3d67204c458c998283c5562b1d26,1,800,800,0.75,10.0,0.03981071705534973,False,0,1.3431570529937744
deep-nonlinear-e95f82c2ed124d6682f39d4f6ddfd9dd,5,800,800,0.75,2.51188643150958,2.51188643150958,False,0,1.9876548051834104
deep-nonlinear-6f84f9d8743b4cdc829c39c2c5a322f0,1,800,800,0.75,0.6309573444801929,0.6309573444801929,False,1,1.3505330085754397
deep-nonlinear-8421132bfbfa4ed19c69b1e72a148250,3,200,200,0.75,0.03981071705534973,0.15848931924611134,False,3,2.295309066772461
deep-nonlinear-8bd3553e6764453cb8a0049630ea8292,1,800,800,0.25,0.03981071705534973,0.03981071705534973,False,3,2.187896013259888
deep-nonlinear-de05495cfcca4ecbb030c739297da535,1,800,800,1.0,0.6309573444801929,2.51188643150958,False,0,1.2007718086242676
deep-nonlinear-7afc25190e5e4c02b74caeb2fcd8275c,1,400,400,0.0,2.51188643150958,0.15848931924611134,False,1,1.7425165176391602
deep-nonlinear-5e8b311b1aea45e1abde855159e7c6f0,3,800,800,1.0,0.03981071705534973,0.6309573444801929,False,1,2.1796016693115234
deep-nonlinear-0f115b098979470faf857e2b2ef6f705,3,400,400,0.75,10.0,10.0,False,0,2.2057461738586426
deep-nonlinear-b41a3365af374655a231adfd0027ef21,5,400,400,0.25,0.15848931924611134,0.6309573444801929,False,2,2.264523506164551
deep-nonlinear-173d334326e546b9864fb3214c9eed0d,3,400,400,0.75,2.51188643150958,0.15848931924611134,False,2,2.162618637084961
deep-nonlinear-44d0b584a5994bcfa7242819fdfaf6bb,5,800,800,0.75,0.03981071705534973,0.15848931924611134,False,1,2.292779922485352
deep-nonlinear-5d400e4561494e28af0b5c2228103fe3,5,800,800,0.0,2.51188643150958,10.0,False,3,2.1413044929504395
deep-nonlinear-a91f2d625caf4f679857e79744c2e884,5,200,200,1.0,10.0,0.15848931924611134,False,2,2.290909767150879
deep-nonlinear-008b1a80c6014f23b6ea08dda3066aff,3,400,400,1.0,0.01,10.0,False,2,2.316903114318848
deep-nonlinear-44d2e14c75454d52b03af59122032f2d,3,400,400,0.5,0.15848931924611134,2.51188643150958,False,3,2.1789112091064453
deep-nonlinear-f2622a984a2e46fe8749aac4e3b3d26c,5,800,800,0.75,0.6309573444801929,0.03981071705534973,False,0,2.031666755676269
deep-nonlinear-ebb3145ac39045bb84ff1f1888075332,5,400,400,0.75,0.01,10.0,False,0,2.299759864807129
deep-nonlinear-92fd0da7982e407cb33a587654c6b0e3,1,800,800,0.75,2.51188643150958,0.03981071705534973,False,3,1.4005963802337646
deep-nonlinear-7aa1fc8ea23c41ae948b09ca20caf276,5,800,800,0.75,10.0,0.01,False,0,2.03458023071289
deep-nonlinear-deffbc1a23984a61af560d14f8ecf56f,3,400,400,0.0,0.6309573444801929,0.03981071705534973,False,1,2.1507024765014653
deep-nonlinear-b2bf008624fe4c3d8e63f97c78b54864,1,400,400,0.75,2.51188643150958,0.03981071705534973,False,0,1.7804909944534302
deep-nonlinear-e2984d2909be46fdba77f12484d624c6,5,400,400,0.25,10.0,0.03981071705534973,False,3,2.1984717845916752
deep-nonlinear-684b364578ce40f0a8ea84349004ca6c,5,800,800,0.5,0.15848931924611134,2.51188643150958,False,4,2.207058906555176
deep-nonlinear-f3396bd8f0d84b419d8cbb98e1a0abb0,1,200,200,0.0,0.15848931924611134,0.6309573444801929,False,3,2.1891069412231445
deep-nonlinear-f530b7bfccd646a49e54318e32f0a921,3,200,200,0.5,0.01,0.15848931924611134,False,0,2.308074712753296
deep-nonlinear-7b19a8aa10d34fbdaff8030f1ddbd327,3,200,200,1.0,0.01,0.01,False,4,2.3169236183166504
deep-nonlinear-bd0e6d4d0f4f418a9276e0a290f05dd1,1,800,800,0.75,0.01,2.51188643150958,False,3,2.3583364486694336
deep-nonlinear-a3b485b96a5f4a88b9a7d5cc213810cc,1,800,800,1.0,2.51188643150958,0.15848931924611134,False,1,1.2626049518585205
deep-nonlinear-353b140a22dd412f97d6a47498b29ced,3,200,200,0.0,0.03981071705534973,1.0,True,3,2.301094055175781
deep-nonlinear-8f1ed0c7af244544af732fb918c2c00e,5,400,400,0.0,0.6309573444801929,0.01,False,0,2.2614190578460693
deep-nonlinear-47a82a829a6045d197da2af87a76f0c1,5,400,400,1.0,0.6309573444801929,0.6309573444801929,False,4,2.1715829372406006
deep-nonlinear-d27375d1a56a4e71acf4e7a3c7983f34,3,400,400,0.25,0.6309573444801929,0.15848931924611134,False,2,2.199702739715576
deep-nonlinear-288c1cf8a0e444039fda23426e018774,3,200,200,0.5,0.03981071705534973,10.0,False,2,2.293911933898926
deep-nonlinear-bfe85c89ab804e45907848ab0db1efdb,3,400,400,0.25,0.03981071705534973,0.03981071705534973,False,3,2.282601833343506
deep-nonlinear-666c22ce89a644a6b05595e7af15e1ad,5,800,800,0.0,10.0,0.15848931924611134,False,0,2.1552271842956543
deep-nonlinear-c4f39e1db76a4cce823839f685d730f0,1,800,800,0.25,0.03981071705534973,0.03981071705534973,False,0,2.1488585472106934
deep-nonlinear-96aae002bfa145b19c0d548f5b1bf73d,5,400,400,0.0,2.51188643150958,1.0,True,3,2.1635358333587646
deep-nonlinear-36ae0bed27b047e8b788d3868e55ee57,1,800,800,0.5,10.0,2.51188643150958,False,4,1.3056514263153076
deep-nonlinear-936633029e6943f1ad333b4598830ce6,1,400,400,0.75,0.6309573444801929,2.51188643150958,False,1,1.7199420928955078
deep-nonlinear-e5d4c749551341feb74e72d98dfa4576,1,200,200,1.0,0.01,10.0,False,2,2.4828989505767822
deep-nonlinear-2ffdd9d2f4cd468c8b27d812be04e107,5,200,200,1.0,0.15848931924611134,0.15848931924611134,False,0,2.2921359539031982
deep-nonlinear-23f09bb051304287a6ae3d5da88ae0e1,5,200,200,0.75,0.6309573444801929,10.0,False,2,2.286591053009033
deep-nonlinear-2b2f0aed0fd742618daab3b11b55c310,5,400,400,0.25,0.03981071705534973,10.0,False,4,2.2998056411743164
deep-nonlinear-c68e0ddc69d64af4994018567ee2204e,1,800,800,0.75,0.15848931924611134,10.0,False,2,1.560651421546936
deep-nonlinear-e2588dec055c480bbf1ff55b71124e28,3,800,800,0.0,0.15848931924611134,0.01,False,2,2.0528812408447266
deep-nonlinear-b284fca3a6e04f0da1a8a1908e871d58,1,800,800,1.0,0.15848931924611134,0.03981071705534973,False,3,1.6808085441589355
deep-nonlinear-2b7dace9a3dd4ac4a46bcd545dec99d8,5,800,800,0.75,2.51188643150958,0.03981071705534973,False,3,2.002721309661865
deep-nonlinear-f76884f3c674424ca82b8e5dce910f18,5,800,800,0.0,0.15848931924611134,0.01,False,1,2.2285404205322266
deep-nonlinear-9eadd7ff8ed6488990bf176ebf2e513d,5,200,200,0.5,0.03981071705534973,0.03981071705534973,False,3,2.295192003250122
deep-nonlinear-17ca3b260998457cb8eabda7a0a4fcc4,3,800,800,1.0,0.15848931924611134,10.0,False,3,1.8775546550750728
deep-nonlinear-cd746d7ce3ec4228be39f56c32b4aab3,1,200,200,0.75,0.03981071705534973,0.6309573444801929,False,3,2.41977596282959
deep-nonlinear-70519fc2e85840d6bd53c223dda0da41,5,800,800,1.0,0.15848931924611134,0.03981071705534973,False,3,1.9964346885681152
deep-nonlinear-16dea8e7a8b147b7905c1ec441c5e225,3,200,200,1.0,0.01,0.15848931924611134,False,2,2.318856716156006
deep-nonlinear-c241192f537e422b8bd4695b7900e1d8,5,200,200,0.75,2.51188643150958,0.15848931924611134,False,3,2.210737943649292
deep-nonlinear-67632c975f19478ba10f92d9ebe0d0cc,1,800,800,1.0,10.0,2.51188643150958,False,0,1.1963331699371338
deep-nonlinear-811dee4d75734478b9e8f360f54797ad,3,400,400,0.75,0.15848931924611134,0.15848931924611134,False,4,2.1940946578979488
deep-nonlinear-bd52eb529a024ae5af29af861a1a5839,3,400,400,0.5,0.01,2.51188643150958,False,3,2.3077497482299805
